"source","pdf_file","pdf_sha256","printed_headword","normalized_headword","part_of_speech","cefr_level","pdf_page","pdf_column","pdf_line","pre_import_status","pre_import_record_ids","post_import_status","final_record_ids","source_key"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","persuade","persuade","verb","B1","7","4","64","existing-exact","1947","existing-exact","1947","persuade|B1|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","pet","pet","noun","A2","7","4","65","existing-exact","1948","existing-exact","1948","pet|A2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","petrol","petrol","noun","A2","7","4","66","existing-exact","1949","existing-exact","1949","petrol|A2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","phase","phase","noun","B2","7","4","67","existing-exact","1950","existing-exact","1950","phase|B2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","phenomenon","phenomenon","noun","B2","7","4","68","existing-exact","1951","existing-exact","1951","phenomenon|B2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","philosophy","philosophy","noun","B2","7","4","69","existing-exact","1952","existing-exact","1952","philosophy|B2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","phone","phone","noun; verb","A1","7","4","70","existing-exact","1953","existing-exact","1953","phone|A1|noun+verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","photo","photo","noun","A1","8","1","1","missing","","existing-exact","5232","photo|A1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","photograph","photograph","noun","A1","8","1","2","missing","","existing-exact","5233","photograph|A1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","photograph","photograph","verb","A2","8","1","2","missing","","existing-exact","5234","photograph|A2|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","photographer","photographer","noun","B1","8","1","3","missing","","existing-exact","5235","photographer|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","photography","photography","noun","B1","8","1","4","missing","","existing-exact","5236","photography|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","phrase","phrase","noun","A1","8","1","5","missing","","existing-exact","5237","phrase|A1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","physical","physical","adjective","A2","8","1","6","missing","","existing-exact","5238","physical|A2|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","physics","physics","noun","A2","8","1","7","existing-exact","1954","existing-exact","1954","physics|A2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","piano","piano","noun","A1","8","1","8","existing-exact","1955","existing-exact","1955","piano|A1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","pick","pick","verb","A2","8","1","9","existing-exact","1956","existing-exact","1956","pick|A2|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","pick","pick","noun","B2","8","1","9","existing-exact","1957","existing-exact","1957","pick|B2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","picture","picture","noun","A1","8","1","10","existing-exact","1958","existing-exact","1958","picture|A1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","picture","picture","verb","B2","8","1","10","existing-exact","1959","existing-exact","1959","picture|B2|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","piece","piece","noun","A1","8","1","11","existing-exact","1960","existing-exact","1960","piece|A1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","pig","pig","noun","A1","8","1","12","existing-exact","1961","existing-exact","1961","pig|A1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","pile","pile","noun; verb","B2","8","1","13","existing-exact","1962","existing-exact","1962","pile|B2|noun+verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","pilot","pilot","noun","A2","8","1","14","existing-exact","1963","existing-exact","1963","pilot|A2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","pin","pin","noun; verb","B1","8","1","15","existing-exact","1964","existing-exact","1964","pin|B1|noun+verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","pink","pink","adjective; noun","A1","8","1","16","existing-exact","1965","existing-exact","1965","pink|A1|adjective+noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","pipe","pipe","noun","B1","8","1","17","existing-exact","1966","existing-exact","1966","pipe|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","pitch","pitch","noun","B2","8","1","18","existing-exact","1967","existing-exact","1967","pitch|B2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","place","place","noun","A1","8","1","19","existing-exact","1968","existing-exact","1968","place|A1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","place","place","verb","B1","8","1","19","existing-exact","1969","existing-exact","1969","place|B1|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","plain","plain","adjective","B2","8","1","20","existing-exact","1970","existing-exact","1970","plain|B2|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","plan","plan","noun; verb","A1","8","1","21","existing-exact","1971","existing-exact","1971","plan|A1|noun+verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","plane","plane","noun","A1","8","1","22","existing-exact","1972","existing-exact","1972","plane|A1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","planet","planet","noun","A2","8","1","23","existing-exact","1973","existing-exact","1973","planet|A2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","planning","planning","noun","B1","8","1","24","existing-exact","1974","existing-exact","1974","planning|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","plant","plant","noun","A1","8","1","25","existing-exact","1975","existing-exact","1975","plant|A1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","plant","plant","verb","A2","8","1","25","existing-exact","1976","existing-exact","1976","plant|A2|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","plastic","plastic","noun; adjective","A2","8","1","26","existing-exact","1977","existing-exact","1977","plastic|A2|adjective+noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","plate","plate","noun","A2","8","1","27","existing-exact","1978","existing-exact","1978","plate|A2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","platform","platform","noun","A2","8","1","28","existing-exact","1979","existing-exact","1979","platform|A2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","play","play","verb; noun","A1","8","1","29","existing-exact","1980","existing-exact","1980","play|A1|noun+verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","player","player","noun","A1","8","1","30","existing-exact","1981","existing-exact","1981","player|A1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","pleasant","pleasant","adjective","B1","8","1","31","existing-exact","1982","existing-exact","1982","pleasant|B1|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","please","please","exclamation","A1","8","1","32","existing-exact","1983","existing-exact","1983","please|A1|exclamation"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","please","please","verb","A2","8","1","32","existing-exact","1984","existing-exact","1984","please|A2|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","pleased","pleased","adjective","A2","8","1","33","existing-exact","1985","existing-exact","1985","pleased|A2|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","pleasure","pleasure","noun","B1","8","1","34","existing-exact","1986","existing-exact","1986","pleasure|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","plenty","plenty","pronoun","B1","8","1","35","existing-exact","1987","existing-exact","1987","plenty|B1|pronoun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","plot","plot","noun","B1","8","1","36","existing-exact","1988","existing-exact","1988","plot|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","plot","plot","verb","B2","8","1","36","existing-exact","1989","existing-exact","1989","plot|B2|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","plus1","plus","preposition","B1","8","1","37","existing-exact","1990","existing-exact","1990","plus1|B1|preposition"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","plus1","plus","adjective; conjunction; noun","B2","8","1","37","existing-exact","1991","existing-exact","1991","plus1|B2|adjective+conjunction+noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","pocket","pocket","noun","A2","8","1","38","existing-exact","1992","existing-exact","1992","pocket|A2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","poem","poem","noun","B1","8","1","39","existing-exact","1993","existing-exact","1993","poem|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","poet","poet","noun","B1","8","1","40","existing-exact","1994","existing-exact","1994","poet|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","poetry","poetry","noun","B1","8","1","41","existing-exact","1995","existing-exact","1995","poetry|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","point","point","noun","A1","8","1","42","existing-exact","1996","existing-exact","1996","point|A1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","point","point","verb","B1","8","1","42","existing-exact","1997","existing-exact","1997","point|B1|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","pointed","pointed","adjective","B2","8","1","43","existing-exact","1998","existing-exact","1998","pointed|B2|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","poison","poison","noun; verb","B1","8","1","44","existing-exact","1999","existing-exact","1999","poison|B1|noun+verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","poisonous","poisonous","adjective","B1","8","1","45","existing-exact","2000","existing-exact","2000","poisonous|B1|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","police","police","noun","A1","8","1","46","existing-exact","2001","existing-exact","2001","police|A1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","policeman","policeman","noun","A1","8","1","47","existing-exact","2002","existing-exact","2002","policeman|A1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","policy","policy","noun","B1","8","1","48","existing-exact","2003","existing-exact","2003","policy|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","polite","polite","adjective","A2","8","1","49","existing-exact","2004","existing-exact","2004","polite|A2|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","political","political","adjective","B1","8","1","50","existing-exact","2005","existing-exact","2005","political|B1|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","politician","politician","noun","B1","8","1","51","existing-exact","2006","existing-exact","2006","politician|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","politics","politics","noun","B1","8","1","52","existing-exact","2007","existing-exact","2007","politics|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","pollution","pollution","noun","A2","8","1","53","existing-exact","2008","existing-exact","2008","pollution|A2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","pool","pool","noun","A1","8","1","54","existing-exact","2009","existing-exact","2009","pool|A1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","poor","poor","adjective","A1","8","1","55","existing-exact","2010","existing-exact","2010","poor|A1|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","pop","pop","noun; adjective","A2","8","1","56","existing-exact","2011","existing-exact","2011","pop|A2|adjective+noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","popular","popular","adjective","A1","8","1","57","existing-exact","2012","existing-exact","2012","popular|A1|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","popularity","popularity","noun","B2","8","1","58","existing-exact","2013","existing-exact","2013","popularity|B2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","population","population","noun","A2","8","1","59","existing-exact","2014","existing-exact","2014","population|A2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","port","port","noun","B1","8","1","60","existing-exact","2015","existing-exact","2015","port|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","portrait","portrait","noun","B1","8","1","61","existing-exact","2016","existing-exact","2016","portrait|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","pose","pose","verb","B2","8","1","62","existing-exact","2017","existing-exact","2017","pose|B2|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","position","position","noun","A2","8","1","63","existing-exact","2018","existing-exact","2018","position|A2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","position","position","verb","B2","8","1","63","existing-exact","2019","existing-exact","2019","position|B2|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","positive","positive","adjective","A1","8","1","64","existing-exact","2020","existing-exact","2020","positive|A1|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","positive","positive","noun","B2","8","1","64","existing-exact","2021","existing-exact","2021","positive|B2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","possess","possess","verb","B2","8","1","65","existing-exact","2022","existing-exact","2022","possess|B2|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","possession","possession","noun","A2","8","1","66","existing-exact","2023","existing-exact","2023","possession|A2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","possibility","possibility","noun","A2","8","1","67","existing-exact","2024","existing-exact","2024","possibility|A2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","possible","possible","adjective","A1","8","1","68","existing-exact","2025","existing-exact","2025","possible|A1|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","possibly","possibly","adverb","B1","8","1","69","existing-exact","2026","existing-exact","2026","possibly|B1|adverb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","post","post","noun; verb","A1","8","1","70","existing-exact","2027","existing-exact","2027","post|A1|noun+verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","poster","poster","noun","A2","8","2","1","missing","","existing-exact","5239","poster|A2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","pot","pot","noun","B1","8","2","2","missing","","existing-exact","5240","pot|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","potato","potato","noun","A1","8","2","3","missing","","existing-exact","5241","potato|A1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","potential","potential","adjective; noun","B2","8","2","4","missing","","existing-exact","5242","potential|B2|adjective+noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","pound","pound","noun","A1","8","2","5","missing","","existing-exact","5243","pound|A1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","pour","pour","verb","B1","8","2","6","missing","","existing-exact","5244","pour|B1|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","poverty","poverty","noun","B1","8","2","7","existing-exact","2028","existing-exact","2028","poverty|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","powder","powder","noun","B1","8","2","8","existing-exact","2029","existing-exact","2029","powder|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","power","power","noun","A2","8","2","9","existing-exact","2030","existing-exact","2030","power|A2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","power","power","verb","B2","8","2","9","existing-exact","2031","existing-exact","2031","power|B2|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","powerful","powerful","adjective","B1","8","2","10","existing-exact","2032","existing-exact","2032","powerful|B1|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","practical","practical","adjective","B1","8","2","11","existing-exact","2033","existing-exact","2033","practical|B1|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","practice","practice","noun","A1","8","2","12","existing-exact","2034","existing-exact","2034","practice|A1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","practise","practise","verb","A1","8","2","13","existing-exact","2035","existing-exact","2035","practise|A1|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","praise","praise","noun; verb","B2","8","2","14","existing-exact","2036","existing-exact","2036","praise|B2|noun+verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","pray","pray","verb","B1","8","2","15","existing-exact","2037","existing-exact","2037","pray|B1|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","prayer","prayer","noun","B1","8","2","16","existing-exact","2038","existing-exact","2038","prayer|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","predict","predict","verb","A2","8","2","17","existing-exact","2039","existing-exact","2039","predict|A2|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","prediction","prediction","noun","B1","8","2","18","existing-exact","2040","existing-exact","2040","prediction|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","prefer","prefer","verb","A1","8","2","19","existing-exact","2041","existing-exact","2041","prefer|A1|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","pregnant","pregnant","adjective","B2","8","2","20","existing-exact","2042","existing-exact","2042","pregnant|B2|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","preparation","preparation","noun","B2","8","2","21","existing-exact","2043","existing-exact","2043","preparation|B2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","prepare","prepare","verb","A1","8","2","22","existing-exact","2044","existing-exact","2044","prepare|A1|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","prepared","prepared","adjective","B1","8","2","23","existing-exact","2045","existing-exact","2045","prepared|B1|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","presence","presence","noun","B2","8","2","24","existing-exact","2046","existing-exact","2046","presence|B2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","present","present","adjective; noun","A1","8","2","25","existing-exact","2047","existing-exact","2047","present|A1|adjective+noun"
